"x" "y" "resampled_gain"
"1" 39.4863098043539 12.9998148185976 9
"2" 39.557559758651 12.9000638821956 9
"3" 39.557559758651 12.899313875155 9
"4" 39.5590597576888 12.8978138610737 9
"5" 39.5590597576888 12.8970638540331 9
"6" 39.5598097572078 12.8970638540331 9
"7" 39.5605597567267 12.8963138469925 9
"8" 39.5605597567267 12.8955638399519 9
"9" 39.5613097562456 12.8955638399519 9
"10" 39.5620597557645 12.8955638399519 9
"11" 39.566559752878 12.8940638258706 9
"12" 39.5650597538402 12.89331381883 9
"13" 39.5658097533591 12.89331381883 9
"14" 39.5658097533591 12.8925638117894 9
"15" 39.5275597778943 12.8693135935303 9
"16" 39.5380597711592 12.8610635160835 9
"17" 39.5388097706781 12.8610635160835 9
"18" 39.557559758651 12.8603135090429 9
"19" 39.5200597827052 12.858063487921 9
"20" 39.5523097620186 12.8535634456773 9
"21" 39.5448097668294 12.8460633752712 9
"22" 39.5433097677916 12.8453133682305 9
"23" 39.5433097677916 12.8445633611899 9
"24" 37.5475610479534 12.7493124670316 9
"25" 39.5200597827052 12.6660616855232 9
"26" 39.5178097841484 12.6653116784825 9
"27" 39.4555598240783 12.6578116080764 9
"28" 39.4375598356243 12.4898100309782 9
"29" 39.421809845727 11.983555278562 9
"30" 39.4225598452459 11.983555278562 9
"31" 39.3603098851758 11.9550550110185 9
"32" 39.4743098120512 11.797553532489 9
"33" 39.4773098101269 11.797553532489 9
"34" 38.4018104999999 11.7473030607677 9
"35" 38.337310541373 11.7443030326052 9
"36" 38.337310541373 11.7435530255646 9
"37" 38.4843104470807 11.7323029199554 9
"38" 39.5598097572078 11.7150527580212 9
"39" 38.4873104451564 11.6843024693559 9
"40" 38.2503105971786 11.6205518709035 9
"41" 38.2495605976597 11.6198018638629 9
"42" 39.6078097264185 11.2875487448697 9
"43" 39.2245599722519 11.2275481816203 9
"44" 39.5320597750078 11.0610466186034 9
"45" 39.5328097745267 11.058046590441 9
"46" 39.5403097697159 11.0572965834003 9
"47" 39.5350597730835 11.0557965693191 9
"48" 39.5605597567267 11.0100461398415 9
"49" 39.5590597576888 11.0047960905572 9
"50" 38.1370606698222 10.6927931616606 9
"51" 37.7448109214286 10.69204315462 9
"52" 38.1363106703032 10.69204315462 9
"53" 38.1355606707843 10.6912931475794 9
"54" 38.1363106703032 10.6912931475794 9
"55" 38.1340606717465 10.6905431405388 9
"56" 38.1348106712654 10.6905431405388 9
"57" 38.1348106712654 10.6897931334982 9
"58" 38.1340606717465 10.6890431264575 9
"59" 39.6558096956291 10.6747929926858 9
"60" 36.0498120086761 10.5150414930345 9
"61" 39.6775596816777 10.3665400989924 9
"62" 37.6975609517368 10.3492899370582 9
"63" 39.7593096292397 10.0410370433647 9
"64" 39.7600596287586 10.0410370433647 9
"65" 39.7623096273154 10.0395370292835 9
"66" 39.7608096282775 10.036537001121 9
"67" 39.7045596643587 9.96003628297811 9
"68" 39.7323096465587 9.93978609288145 9
"69" 39.7270596499263 9.91878589574419 9
"70" 37.3458111773647 9.91728588166295 9
"71" 37.3488111754404 9.91653587462234 9
"72" 39.7518096340505 9.87678550146965 9
"73" 39.7525596335694 9.86853542402287 9
"74" 39.7533096330884 9.86778541698225 9
"75" 39.7533096330884 9.86703540994163 9
"76" 39.7533096330884 9.86628540290102 9
"77" 39.7540596326073 9.8655353958604 9
"78" 39.7540596326073 9.86478538881978 9
"79" 39.7548096321262 9.86478538881978 9
"80" 39.7578096302019 9.86253536769793 9
"81" 39.7585596297208 9.86253536769793 9
"82" 39.6828096783102 9.78828467067688 9
"83" 39.6835596778291 9.78828467067688 9
"84" 39.684309677348 9.78828467067688 9
"85" 39.6850596768669 9.78828467067688 9
"86" 39.6798096802345 9.78753466363626 9
"87" 39.6820596787912 9.78753466363626 9
"88" 39.6828096783102 9.78753466363626 9
"89" 39.6835596778291 9.78753466363626 9
"90" 39.684309677348 9.78753466363626 9
"91" 39.6850596768669 9.78753466363626 9
"92" 39.6858096763858 9.78753466363626 9
"93" 39.6798096802345 9.78678465659565 9
"94" 39.6820596787912 9.78678465659565 9
"95" 39.6828096783102 9.78678465659565 9
"96" 39.6835596778291 9.78678465659565 9
"97" 39.684309677348 9.78678465659565 9
"98" 39.6850596768669 9.78678465659565 9
"99" 39.6858096763858 9.78678465659565 9
"100" 39.6790596807156 9.78603464955503 9
"101" 39.6798096802345 9.78603464955503 9
"102" 39.6805596797534 9.78603464955503 9
"103" 39.6820596787912 9.78603464955503 9
"104" 39.6828096783102 9.78603464955503 9
"105" 39.6835596778291 9.78603464955503 9
"106" 39.6850596768669 9.78603464955503 9
"107" 39.6858096763858 9.78603464955503 9
"108" 39.6865596759047 9.78603464955503 9
"109" 39.6775596816777 9.78528464251441 9
"110" 39.6790596807156 9.78528464251441 9
"111" 39.6813096792723 9.78528464251441 9
"112" 39.684309677348 9.78528464251441 9
"113" 39.6858096763858 9.78528464251441 9
"114" 39.6865596759047 9.78528464251441 9
"115" 39.6775596816777 9.7845346354738 9
"116" 39.6783096811967 9.7845346354738 9
"117" 39.6790596807156 9.7845346354738 9
"118" 39.6835596778291 9.7845346354738 9
"119" 39.684309677348 9.7845346354738 9
"120" 39.6858096763858 9.7845346354738 9
"121" 39.6865596759047 9.7845346354738 9
"122" 39.6873096754237 9.7845346354738 9
"123" 39.6790596807156 9.78378462843318 9
"124" 39.6798096802345 9.78378462843318 9
"125" 39.6805596797534 9.78378462843318 9
"126" 39.6813096792723 9.78378462843318 9
"127" 39.6850596768669 9.78378462843318 9
"128" 39.6865596759047 9.78378462843318 9
"129" 39.6873096754237 9.78378462843318 9
"130" 39.6880596749426 9.78378462843318 9
"131" 39.6790596807156 9.78303462139256 9
"132" 39.6798096802345 9.78303462139256 9
"133" 39.6805596797534 9.78303462139256 9
"134" 39.6813096792723 9.78303462139256 9
"135" 39.6820596787912 9.78303462139256 9
"136" 39.6828096783102 9.78303462139256 9
"137" 39.6850596768669 9.78303462139256 9
"138" 39.6858096763858 9.78303462139256 9
"139" 39.6805596797534 9.78228461435195 9
"140" 39.6813096792723 9.78228461435195 9
"141" 39.6820596787912 9.78228461435195 9
"142" 39.6828096783102 9.78228461435195 9
"143" 39.6850596768669 9.78228461435195 9
"144" 39.6858096763858 9.78228461435195 9
"145" 39.6865596759047 9.78228461435195 9
"146" 39.6768096821588 9.78153460731133 9
"147" 39.6760596826399 9.78078460027071 9
"148" 39.6768096821588 9.78078460027071 9
"149" 39.6775596816777 9.78078460027071 9
"150" 39.6760596826399 9.7800345932301 9
"151" 39.6768096821588 9.7800345932301 9
"152" 39.6775596816777 9.7800345932301 9
"153" 39.6783096811967 9.7800345932301 9
"154" 39.6790596807156 9.7800345932301 9
"155" 39.6798096802345 9.7800345932301 9
"156" 39.6805596797534 9.7800345932301 9
"157" 39.6813096792723 9.7800345932301 9
"158" 39.6820596787912 9.7800345932301 9
"159" 39.6760596826399 9.77928458618948 9
"160" 39.6768096821588 9.77928458618948 9
"161" 39.6775596816777 9.77928458618948 9
"162" 39.6790596807156 9.77928458618948 9
"163" 39.6798096802345 9.77928458618948 9
"164" 39.6805596797534 9.77928458618948 9
"165" 39.6813096792723 9.77928458618948 9
"166" 39.6820596787912 9.77928458618948 9
"167" 39.6768096821588 9.77853457914886 9
"168" 39.6775596816777 9.77853457914886 9
"169" 39.6783096811967 9.77853457914886 9
"170" 39.6790596807156 9.77853457914886 9
"171" 39.6805596797534 9.77853457914886 9
"172" 39.6813096792723 9.77853457914886 9
"173" 39.6760596826399 9.77778457210825 9
"174" 39.6768096821588 9.77778457210825 9
"175" 39.6775596816777 9.77778457210825 9
"176" 39.6783096811967 9.77778457210825 9
"177" 39.6790596807156 9.77778457210825 9
"178" 39.6798096802345 9.77778457210825 9
"179" 39.6805596797534 9.77778457210825 9
"180" 39.6813096792723 9.77778457210825 9
"181" 39.6760596826399 9.77703456506763 9
"182" 39.6783096811967 9.77703456506763 9
"183" 39.6790596807156 9.77703456506763 9
"184" 39.6798096802345 9.77703456506763 9
"185" 39.6813096792723 9.77703456506763 9
"186" 39.6760596826399 9.77628455802701 9
"187" 39.6768096821588 9.77628455802701 9
"188" 39.6775596816777 9.77628455802701 9
"189" 39.6783096811967 9.77628455802701 9
"190" 39.6768096821588 9.7755345509864 9
"191" 39.6775596816777 9.7755345509864 9
"192" 39.6760596826399 9.76878448762085 9
"193" 39.6768096821588 9.76878448762085 9
"194" 39.6798096802345 9.72753410038693 9
"195" 39.6790596807156 9.72678409334631 9
"196" 39.6745596836021 9.72603408630569 9
"197" 39.6760596826399 9.72453407222446 9
"198" 39.6715596855264 9.72378406518384 9
"199" 39.6723096850453 9.72378406518384 9
"200" 39.6760596826399 9.72378406518384 9
"201" 39.6723096850453 9.72228405110261 9
"202" 39.6738096840832 9.72228405110261 9
"203" 39.6580596941859 9.70878392437151 9
"204" 39.747309636937 9.64278330479724 9
"205" 39.7458096378992 9.63978327663477 9
"206" 37.0533113649871 9.60978299501011 9
"207" 37.0825613462248 9.59328284011654 9
"208" 39.7323096465587 9.58653277675099 9
"209" 35.8450621400117 9.54828241767954 9
"210" 35.4775623757424 9.50478200932377 9
"211" 37.5670610354452 9.43353134046518 9
"212" 37.8468108560013 9.41853119965285 9
"213" 37.8475608555202 9.41778119261223 9
"214" 37.8475608555202 9.41253114332791 9
"215" 36.9258114467712 9.39078093915003 9
"216" 38.6605603340263 9.37803081945955 9
"217" 38.6605603340263 9.37728081241893 9
"218" 38.6620603330641 9.34203048150994 9
"219" 35.959812066406 9.32403031253514 9
"220" 37.8550608507094 9.31503022804774 9
"221" 37.8655608439742 9.30678015060096 9
"222" 37.541561051802 9.30228010835726 9
"223" 37.542311051321 9.30228010835726 9
"224" 39.0400600905983 9.27677986897629 9
"225" 38.8173102334799 9.27602986193567 9
"226" 38.8195602320367 9.27602986193567 9
"227" 38.8068102402151 9.27227982673259 9
"228" 39.0340600944469 9.27152981969197 9
"229" 39.0325600954091 9.27077981265136 9
"230" 39.033310094928 9.27077981265136 9
"231" 39.0340600944469 9.27077981265136 9
"232" 38.8225602301123 9.26927979857012 9
"233" 39.033310094928 9.26927979857012 9
"234" 38.8413102180853 9.26852979152951 9
"235" 37.5888110214938 9.26777978448889 9
"236" 38.8188102325177 9.26777978448889 9
"237" 38.843560216642 9.26777978448889 9
"238" 37.5858110234182 9.26627977040766 9
"239" 38.8203102315556 9.26552976336704 9
"240" 38.8248102286691 9.26552976336704 9
"241" 38.825560228188 9.26552976336704 9
"242" 37.5903110205317 9.26477975632642 9
"243" 38.7738102613827 9.26477975632642 9
"244" 38.8218102305934 9.26477975632642 9
"245" 38.8225602301123 9.26477975632642 9
"246" 38.8233102296312 9.26477975632642 9
"247" 38.8263102277069 9.26477975632642 9
"248" 38.8293102257826 9.26477975632642 9
"249" 38.8300602253015 9.26477975632642 9
"250" 38.8308102248204 9.26477975632642 9
"251" 37.5910610200506 9.26402974928581 9
"252" 38.8293102257826 9.26402974928581 9
"253" 38.8300602253015 9.26402974928581 9
"254" 38.8300602253015 9.26327974224519 9
"255" 38.8300602253015 9.26252973520457 9
"256" 38.8150602349232 9.26177972816396 9
"257" 38.8158102344421 9.26177972816396 9
"258" 38.816560233961 9.26177972816396 9
"259" 38.8300602253015 9.26177972816396 9
"260" 38.816560233961 9.26102972112334 9
"261" 38.8173102334799 9.26102972112334 9
"262" 38.8300602253015 9.26102972112334 9
"263" 38.8180602329988 9.26027971408272 9
"264" 38.8308102248204 9.26027971408272 9
"265" 38.8375602204907 9.26027971408272 9
"266" 39.0198101035875 9.26027971408272 9
"267" 38.834560222415 9.25952970704211 9
"268" 38.8375602204907 9.25952970704211 9
"269" 39.0235601011821 9.25952970704211 9
"270" 38.8360602214528 9.25877970000149 9
"271" 38.8368102209717 9.25877970000149 9
"272" 38.8375602204907 9.25877970000149 9
"273" 39.0175601050308 9.25877970000149 9
"274" 38.8420602176042 9.25802969296087 9
"275" 38.8428102171231 9.25802969296087 9
"276" 39.0168101055118 9.25802969296087 9
"277" 39.0175601050308 9.25802969296087 9
"278" 39.0183101045497 9.25802969296087 9
"279" 39.0190601040686 9.25802969296087 9
"280" 38.8225602301123 9.25727968592026 9
"281" 38.8233102296312 9.25727968592026 9
"282" 38.8240602291502 9.25727968592026 9
"283" 38.825560228188 9.25727968592026 9
"284" 38.8368102209717 9.25727968592026 9
"285" 38.8405602185663 9.25727968592026 9
"286" 38.8428102171231 9.25727968592026 9
"287" 38.8473102142366 9.25727968592026 9
"288" 39.0138101074362 9.25727968592026 9
"289" 39.0168101055118 9.25727968592026 9
"290" 39.0175601050308 9.25727968592026 9
"291" 39.0183101045497 9.25727968592026 9
"292" 39.0198101035875 9.25727968592026 9
"293" 38.8428102171231 9.25652967887964 9
"294" 39.0198101035875 9.25652967887964 9
"295" 38.8375602204907 9.25577967183902 9
"296" 38.8405602185663 9.25577967183902 9
"297" 38.0913106991682 9.25502966479841 9
"298" 38.8323102238582 9.25502966479841 9
"299" 38.8405602185663 9.25502966479841 9
"300" 38.8413102180853 9.25502966479841 9
"301" 38.8443102161609 9.25502966479841 9
"302" 38.8450602156798 9.25502966479841 9
"303" 36.8883114708253 9.25427965775779 9
"304" 38.8360602214528 9.25427965775779 9
"305" 38.8368102209717 9.25427965775779 9
"306" 38.8383102200096 9.25427965775779 9
"307" 38.8390602195285 9.25427965775779 9
"308" 38.8413102180853 9.25427965775779 9
"309" 38.8420602176042 9.25427965775779 9
"310" 38.8398102190474 9.25352965071717 9
"311" 38.8420602176042 9.25352965071717 9
"312" 38.9950601194632 9.25277964367656 9
"313" 38.8098102382907 9.25202963663594 9
"314" 38.8338102228961 9.25202963663594 9
"315" 38.8375602204907 9.25202963663594 9
"316" 39.015310106474 9.25202963663594 9
"317" 38.8233102296312 9.25127962959532 9
"318" 38.8240602291502 9.25127962959532 9
"319" 38.8300602253015 9.25127962959532 9
"320" 39.0085601108037 9.25127962959532 9
"321" 38.8293102257826 9.2505296225547 9
"322" 38.8338102228961 9.2505296225547 9
"323" 38.8368102209717 9.2505296225547 9
"324" 38.9860601252362 9.2505296225547 9
"325" 38.9920601213876 9.2505296225547 9
"326" 38.9928101209065 9.2505296225547 9
"327" 38.9935601204254 9.2505296225547 9
"328" 39.0048101132092 9.2505296225547 9
"329" 39.0138101074362 9.2505296225547 9
"330" 38.8225602301123 9.24977961551409 9
